,Code,Name,Gender,Age,NOC,Country,Discipline,Sport,Event,Rank,Medal,year
13961,1458025,VILLANUEVA FLORES Claudio Paulino,Male,33,ECU,Ecuador,ATH,Athletics,Men's 50km Race Walk,47,NA,2020
13962,1334773,VILLAR Ivan,Male,24,ESP,Spain,FBL,Football,Men Team,2,Silver,2020
13963,1301396,VILLARREAL TUDON Andres Isaac,Male,24,MEX,Mexico,DIV,Diving,Men's 10m Platform,12,NA,2020
13964,1373533,VINCENT Davidson,Male,19,HAI,Haiti,SWM,Swimming,Men's 100m Butterfly,NA,NA,2020
13965,1323294,VINCENT Julia,Female,26,RSA,South Africa,DIV,Diving,Women's 3m Springboard,25,NA,2020
13966,1433178,VINCENT Katie,Female,25,CAN,Canada,CSP,Canoe Sprint,Women's Canoe Single 200m,8,NA,2020
13967,1433178,VINCENT Katie,Female,25,CAN,Canada,CSP,Canoe Sprint,Women's Canoe Double 500m Team,3,Bronze,2020
13968,1399084,VINCENT Nnamdi,Male,25,NGR,Nigeria,BKB,Basketball,Men Team,10,NA,2020
13969,1343338,VINCENT Scott,Male,29,ZIM,Zimbabwe,GLF,Golf,Men's Individual Stroke Play,16,NA,2020
13970,1433179,VINCENT-LAPOINTE Laurence,Female,29,CAN,Canada,CSP,Canoe Sprint,Women's Canoe Single 200m,2,Silver,2020
13971,1433179,VINCENT-LAPOINTE Laurence,Female,29,CAN,Canada,CSP,Canoe Sprint,Women's Canoe Double 500m Team,3,Bronze,2020
13972,1340128,VINESH Vinesh,Female,26,IND,India,WRE,Wrestling,Women's Freestyle 53kg,9,NA,2020
13973,1428814,VINOGRADOVA Natalia,Female,28,ROC,Russia,SHO,Shooting,Skeet Women,6,NA,2020
13974,1312321,VIQUERAT Antoine,Male,22,FRA,France,SWM,Swimming,Men's 200m Breaststroke,NA,NA,2020
13975,1312321,VIQUERAT Antoine,Male,22,FRA,France,SWM,Swimming,Men's 4 x 100m Medley Relay Team,NA,NA,2020
13976,1294802,VIRBALYTE Brigita,Female,36,LTU,Lithuania,ATH,Athletics,Women's 20km Race Walk,26,NA,2020
13977,1284805,VISSER Impi,Male,26,RSA,South Africa,RUG,Rugby Sevens,Men Team,5,NA,2020
13978,1476265,VISSER Nadine,Female,26,NED,Netherlands,ATH,Athletics,Women's 100m Hurdles,5,NA,2020
13979,1476265,VISSER Nadine,Female,26,NED,Netherlands,ATH,Athletics,Women's 4 x 100m Relay Team,NA,NA,2020
13980,1347234,VITA Claudine,Female,24,GER,Germany,ATH,Athletics,Women's Discus Throw,9,NA,2020
13981,1347980,VITALI Michele,Male,29,ITA,Italy,BKB,Basketball,Men Team,5,NA,2020
13982,1351033,VITALIS Coraline,Female,26,FRA,France,FEN,Fencing,Women's Épée Individual,20,NA,2020
13983,1353639,VITITIN Artur,Male,24,EST,Estonia,WRE,Wrestling,Men's Greco-Roman 130kg,15,NA,2020
13984,1355070,VITORINO Tabata,Female,25,BRA,Brazil,ATH,Athletics,4 x 400m Relay Mixed Team,NA,NA,2020
13985,1361898,VIVALDI Juan Manuel,Male,42,ARG,Argentina,HOC,Hockey,Men Team,7,NA,2020
13986,1340909,VIVARELLI Debora,Female,28,ITA,Italy,TTE,Table Tennis,Women's Singles,49,NA,2020
13987,1444413,VIVAS PALACIOS Jorge Luis,Male,33,COL,Colombia,BOX,Boxing,Men's Light Heavy (75-81kg),17,NA,2020
13988,1346201,VIVIANI Elia,Male,32,ITA,Italy,CTR,Cycling Track,Men's Team Pursuit Team,1,Gold,2020
13989,1346201,VIVIANI Elia,Male,32,ITA,Italy,CTR,Cycling Track,Men's Omnium,3,Bronze,2020
13990,1346201,VIVIANI Elia,Male,32,ITA,Italy,CTR,Cycling Track,Men's Madison Team,10,NA,2020
13991,1418154,VLACH Martin,Male,24,CZE,Czech Republic,MPN,Modern Pentathlon,Men's Individual,5,NA,2020
13992,1466634,VLACHOPOULOS Angelos,Male,29,GRE,Greece,WPO,Water Polo,Men Team,2,Silver,2020
13993,1436457,VLASOV Aleksandr,Male,25,ROC,Russia,CRD,Cycling Road,Men's Road Race,59,NA,2020
13994,1436457,VLASOV Aleksandr,Male,25,ROC,Russia,CRD,Cycling Road,Men's Individual Time Trial,20,NA,2020
13995,1387303,VLCEK Erik,Male,39,SVK,Slovakia,CSP,Canoe Sprint,Men's Kayak Four 500m Team,3,Bronze,2020
13996,1393659,VLIEGEN Joran,Male,28,BEL,Belgium,TEN,Tennis,Men's Doubles Team,17,NA,2020
13997,1330669,VLOCK Teddy,Male,23,ISR,Israel,EQU,Equestrian,Jumping Team,NA,NA,2020
13998,1330669,VLOCK Teddy,Male,23,ISR,Israel,EQU,Equestrian,Jumping Individual,NA,NA,2020
13999,1476266,VLOON Menno,Male,27,NED,Netherlands,ATH,Athletics,Men's Pole Vault,13,NA,2020
14000,1364581,VOGEL Soma,Male,24,HUN,Hungary,WPO,Water Polo,Men Team,3,Bronze,2020
14001,1466412,VOGG Felix,Male,31,SUI,Switzerland,EQU,Equestrian,Eventing Team,10,NA,2020
14002,1466412,VOGG Felix,Male,31,SUI,Switzerland,EQU,Equestrian,Eventing Individual,19,NA,2020
14003,1327272,VOIGTMANN Johannes,Male,28,GER,Germany,BKB,Basketball,Men Team,8,NA,2020
14004,1436553,VOINOVA Anastasiia,Female,28,ROC,Russia,CTR,Cycling Track,Women's Team Sprint Team,3,Bronze,2020
14005,1436553,VOINOVA Anastasiia,Female,28,ROC,Russia,CTR,Cycling Track,Women's Sprint,12,NA,2020
14006,1436553,VOINOVA Anastasiia,Female,28,ROC,Russia,CTR,Cycling Track,Women's Keirin,19,NA,2020
14007,1477256,VOLIKAKIS Christos,Male,33,GRE,Greece,CTR,Cycling Track,Men's Omnium,NA,NA,2020
14008,1387264,VOLKO Jan,Male,24,SVK,Slovakia,ATH,Athletics,Men's 100m,NA,NA,2020
14009,1387264,VOLKO Jan,Male,24,SVK,Slovakia,ATH,Athletics,Men's 200m,NA,NA,2020
14010,1435950,VOLKOV Dmitry,Male,26,ROC,Russia,VVO,Volleyball,Men Team,2,Silver,2020
14011,1467953,VOLLERING Demi,Female,24,NED,Netherlands,CRD,Cycling Road,Women's Road Race,25,NA,2020
14012,1398549,VOLPI Alice,Female,29,ITA,Italy,FEN,Fencing,Women's Foil Individual,4,NA,2020
14013,1398549,VOLPI Alice,Female,29,ITA,Italy,FEN,Fencing,Women's Foil Team,3,Bronze,2020
14014,1435937,VOLVICH Artem,Male,31,ROC,Russia,VVO,Volleyball,Men Team,2,Silver,2020
14015,1346439,von BREDOW-WERNDL Jessica,Female,35,GER,Germany,EQU,Equestrian,Dressage Team,1,Gold,2020
14016,1346439,von BREDOW-WERNDL Jessica,Female,35,GER,Germany,EQU,Equestrian,Dressage Individual,1,Gold,2020
14017,1436074,von ECKERMANN Henrik,Male,40,SWE,Sweden,EQU,Equestrian,Jumping Team,1,Gold,2020
14018,1436074,von ECKERMANN Henrik,Male,40,SWE,Sweden,EQU,Equestrian,Jumping Individual,4,NA,2020
14019,1429683,von MARTELS Chris,Male,38,CAN,Canada,EQU,Equestrian,Dressage Team,11,NA,2020
14020,1429683,von MARTELS Chris,Male,38,CAN,Canada,EQU,Equestrian,Dressage Individual,39,NA,2020
14021,1408425,VONDROUSOVA Marketa,Female,22,CZE,Czech Republic,TEN,Tennis,Women's Singles,2,Silver,2020
14022,1408425,VONDROUSOVA Marketa,Female,22,CZE,Czech Republic,TEN,Tennis,Women's Doubles Team,9,NA,2020
14023,1408061,VONDROVA Lada,Female,21,CZE,Czech Republic,ATH,Athletics,Women's 400m,NA,NA,2020
14024,1464100,VOORN Jessey,Male,31,NED,Netherlands,BK3,3x3 Basketball,Men Team,5,NA,2020
14025,1383897,VOROBEVA Elena,Female,33,CRO,Croatia,SAL,Sailing,Women's One Person Dinghy - Laser Radial,12,NA,2020
14026,1436240,VOROBIEVA Natalia,Female,30,ROC,Russia,WRE,Wrestling,Women's Freestyle 76kg,7,NA,2020
14027,1286723,VORONINA Ekaterina,Female,29,UZB,Uzbekistan,ATH,Athletics,Women's Heptathlon,12,NA,2020
14028,1435863,VORONKOVA Irina,Female,25,ROC,Russia,VVO,Volleyball,Women Team,7,NA,2020
14029,1425908,VORONTSOVA Liudmila,Female,22,ROC,Russia,BOX,Boxing,Women's Feather (54-57kg),17,NA,2020
14030,1317092,VORSTER Michelle,Female,42,NAM,Namibia,MTB,Cycling Mountain Bike,Women's Cross-country,NA,NA,2020
14031,1467976,VOS Marianne,Female,34,NED,Netherlands,CRD,Cycling Road,Women's Road Race,5,NA,2020
14032,1329930,VOSS Sarah,Female,21,GER,Germany,GAR,Artistic Gymnastics,Women's All-Around,NA,NA,2020
14033,1329930,VOSS Sarah,Female,21,GER,Germany,GAR,Artistic Gymnastics,Women's Vault,NA,NA,2020
14034,1329930,VOSS Sarah,Female,21,GER,Germany,GAR,Artistic Gymnastics,Women's Uneven Bars,NA,NA,2020
14035,1329930,VOSS Sarah,Female,21,GER,Germany,GAR,Artistic Gymnastics,Women's Balance Beam,NA,NA,2020
14036,1329930,VOSS Sarah,Female,21,GER,Germany,GAR,Artistic Gymnastics,Women's Floor Exercise,NA,NA,2020
14037,1329930,VOSS Sarah,Female,21,GER,Germany,GAR,Artistic Gymnastics,Women's Team,NA,NA,2020
14038,1428732,VOZNYAK Anastasiya,Female,22,UKR,Ukraine,GRY,Rhythmic Gymnastics,Group All-Around Team,7,NA,2020
14039,1408062,VRABCOVA NYVLTOVA Eva,Female,35,CZE,Czech Republic,ATH,Athletics,Women's Marathon,NA,NA,2020
14040,1413957,VRASTIL Miroslav,Male,38,CZE,Czech Republic,ROW,Rowing,Lightweight Men's Double Sculls Team,4,NA,2020
14041,1287215,VRINCEANU Ioana,Female,27,ROU,Romania,ROW,Rowing,Women's Eight Team,6,NA,2020
14042,1398802,VRLIC Josip,Male,35,CRO,Croatia,WPO,Water Polo,Men Team,5,NA,2020
14043,1408063,VRZALOVA Simona,Female,33,CZE,Czech Republic,ATH,Athletics,Women's 1500m,NA,NA,2020
14044,1301115,VUC Emilia Alina,Female,27,ROU,Romania,WRE,Wrestling,Women's Freestyle 50kg,14,NA,2020
14045,1344846,VUCENOVIC Marija,Female,28,SRB,Serbia,ATH,Athletics,Women's Javelin Throw,NA,NA,2020
14046,1344936,VUKASINOVIC Sanja,Female,23,SRB,Serbia,SHO,Shooting,10m Air Rifle Women,44,NA,2020
14047,1344936,VUKASINOVIC Sanja,Female,23,SRB,Serbia,SHO,Shooting,50m Rifle 3 Positions Women,25,NA,2020
14048,1344936,VUKASINOVIC Sanja,Female,23,SRB,Serbia,SHO,Shooting,10m Air Rifle Mixed Team,29,NA,2020
14049,1304388,VUKCEVIC Nikolina,Female,21,MNE,Montenegro,HBL,Handball,Women Team,6,NA,2020
14050,1400007,VUKICEVIC Ante,Male,28,CRO,Croatia,WPO,Water Polo,Men Team,5,NA,2020
14051,1340265,VUKOSAVLJEVIC Valeriane,Female,27,FRA,France,BKB,Basketball,Women Team,3,Bronze,2020
14052,1310769,VUKOVIC Marija,Female,29,MNE,Montenegro,ATH,Athletics,Women's High Jump,9,NA,2020
14053,1303709,VUKSANOVIC Srdan,Male,29,KAZ,Kazakhstan,WPO,Water Polo,Men Team,11,NA,2020
14054,1433329,VULPISI Clara,Female,23,CAN,Canada,WPO,Water Polo,Women Team,7,NA,2020
14055,1407691,VYAKHIREVA Anna,Female,26,ROC,Russia,HBL,Handball,Women Team,2,Silver,2020
14056,1435227,VYAZOVKIN Alexander,Male,24,ROC,Russia,ROW,Rowing,Men's Single Sculls,5,NA,2020
14057,1432590,VYORAL Tomas,Male,28,CZE,Czech Republic,BKB,Basketball,Men Team,9,NA,2020
14058,1428735,VYSOCHANSKA Mariia,Female,18,UKR,Ukraine,GRY,Rhythmic Gymnastics,Group All-Around Team,7,NA,2020
14059,1366761,VYSTAVEL Frederic,Male,27,DEN,Denmark,ROW,Rowing,Men's Pair Team,3,Bronze,2020
14060,1319843,WADDILOVE Sean,Male,24,IRL,Ireland,SAL,Sailing,Men's Skiff - 49er Team,13,NA,2020
14061,1468846,WADDLETON Ethan,Male,24,GBR,Great Britain,RUG,Rugby Sevens,Men Team,4,NA,2020
14062,1402291,WAFULA Stella,Female,23,KEN,Kenya,RUG,Rugby Sevens,Women Team,10,NA,2020
14063,1280405,WAGMAN Joey,Male,30,ISR,Israel,BSB,Baseball/Softball,Baseball Team,5,NA,2020
14064,1451485,WAGMAN Nick,Male,48,USA,United States,EQU,Equestrian,Dressage Team,NA,NA,2020
14065,1326845,WAGNER Anna-Maria,Female,25,GER,Germany,JUD,Judo,Women -78 kg,3,Bronze,2020
14066,1326845,WAGNER Anna-Maria,Female,25,GER,Germany,JUD,Judo,Mixed Team,3,Bronze,2020
14067,1309666,WAGNER Benedikt,Male,31,GER,Germany,FEN,Fencing,Men's Sabre Individual,27,NA,2020
14068,1309666,WAGNER Benedikt,Male,31,GER,Germany,FEN,Fencing,Men's Sabre Team,4,NA,2020
14069,1379461,WAGNER EHLINGER Nicolas,Male,29,LUX,Luxembourg,EQU,Equestrian,Dressage Individual,25,NA,2020
14070,1348228,WAGNER Kristina,Female,28,USA,United States,ROW,Rowing,Women's Double Sculls Team,5,NA,2020
14071,1327304,WAGNER Moritz,Male,24,GER,Germany,BKB,Basketball,Men Team,8,NA,2020
14072,1352209,WAIDA Rio,Male,21,INA,Indonesia,SRF,Surfing,Men,9,NA,2020
14073,1475762,WAINE Ben,Male,20,NZL,New Zealand,FBL,Football,Men Team,6,NA,2020
14074,1282505,WAINIQOLO Jiuta,Male,22,FIJ,Fiji,RUG,Rugby Sevens,Men Team,1,Gold,2020
14075,1307390,WAIRIMU Jane Wacu,Female,36,KEN,Kenya,VVO,Volleyball,Women Team,12,NA,2020
14076,1485471,WAIS Ahmad Badreddin,Male,30,EOR,Refugee Olympic Team,CRD,Cycling Road,Men's Individual Time Trial,38,NA,2020
14077,1470229,WAKELING Brandon Dean,Male,27,AUS,Australia,WLF,Weightlifting,Men's 73kg,13,NA,2020
14078,1313867,WAKIMOTO Yuta,Male,32,JPN,Japan,CTR,Cycling Track,Men's Sprint,9,NA,2020
14079,1313867,WAKIMOTO Yuta,Male,32,JPN,Japan,CTR,Cycling Track,Men's Keirin,7,NA,2020
14080,1469981,WALCOTT Keshorn,Male,28,TTO,Trinidad and Tobago,ATH,Athletics,Men's Javelin Throw,NA,NA,2020
14081,1881029,WALCOTT-NOLAN Revee,Female,26,GBR,Great Britain,ATH,Athletics,Women's 1500m,NA,NA,2020
14082,1317121,WALCZYKIEWICZ Marta,Female,34,POL,Poland,CSP,Canoe Sprint,Women's Kayak Single 200m,4,NA,2020
14083,1317121,WALCZYKIEWICZ Marta,Female,34,POL,Poland,CSP,Canoe Sprint,Women's Kayak Single 500m,13,NA,2020
14084,1325950,WALDMAN Dani G.,Female,36,ISR,Israel,EQU,Equestrian,Jumping Team,NA,NA,2020
14085,1450578,WALE Getnet,Male,21,ETH,Ethiopia,ATH,Athletics,Men's 5000m,NA,NA,2020
14086,1450578,WALE Getnet,Male,21,ETH,Ethiopia,ATH,Athletics,Men's 3000m Steeplechase,4,NA,2020
14087,1482646,WALES Lachlan,Male,23,AUS,Australia,FBL,Football,Men Team,12,NA,2020
14088,1318640,WALIHAN Sailike,Male,29,CHN,China,WRE,Wrestling,Men's Greco-Roman 60kg,3,Bronze,2020
14089,1480792,WALIWARSHA Nimali,Female,31,SRI,Sri Lanka,ATH,Athletics,Women's 800m,NA,NA,2020
14090,1440119,WALKDEN Bianca,Female,29,GBR,Great Britain,TKW,Taekwondo,Women +67kg,3,Bronze,2020
14091,1433286,WALKER Kristina,Female,25,CAN,Canada,ROW,Rowing,Women's Four Team,10,NA,2020
14092,1281809,WALKER Kurt Anthony,Male,26,IRL,Ireland,BOX,Boxing,Men's Feather (52-57kg),5,NA,2020
14093,1484439,WALL Jade,Female,32,AUS,Australia,BSB,Baseball/Softball,Softball Team,5,NA,2020
14094,1342449,WALLACE Bernadette,Female,32,AUS,Australia,CSP,Canoe Sprint,Women's Canoe Single 200m,21,NA,2020
14095,1342449,WALLACE Bernadette,Female,32,AUS,Australia,CSP,Canoe Sprint,Women's Canoe Double 500m Team,13,NA,2020
14096,1433907,WALLACE James Brodie Burns,Male,21,CAN,Canada,HOC,Hockey,Men Team,12,NA,2020
14097,1444625,WALLACE Zachary,Male,21,GBR,Great Britain,HOC,Hockey,Men Team,5,NA,2020
14098,1444626,WALLER Jack,Male,24,GBR,Great Britain,HOC,Hockey,Men Team,5,NA,2020
14099,1896254,WALLI Susanne,Female,25,AUT,Austria,ATH,Athletics,Women's 400m,NA,NA,2020
14100,1474980,WALLS Matthew,Male,23,GBR,Great Britain,CTR,Cycling Track,Men's Team Pursuit Team,7,NA,2020
14101,1474980,WALLS Matthew,Male,23,GBR,Great Britain,CTR,Cycling Track,Men's Omnium,1,Gold,2020
14102,1474980,WALLS Matthew,Male,23,GBR,Great Britain,CTR,Cycling Track,Men's Madison Team,2,Silver,2020
14103,1318752,WALRAVEN Nicole,Female,26,RSA,South Africa,HOC,Hockey,Women Team,12,NA,2020
14104,1281823,WALSH Aidan,Male,24,IRL,Ireland,BOX,Boxing,Men's Welter (63-69kg),3,Bronze,2020
14105,1302232,WALSH Alex,Female,20,USA,United States,SWM,Swimming,Women's 200m Individual Medley,2,Silver,2020
14106,1319697,WALSH Julian Jrummi,Male,24,JPN,Japan,ATH,Athletics,Men's 400m,NA,NA,2020
14107,1464768,WALSH Keira,Female,24,GBR,Great Britain,FBL,Football,Women Team,7,NA,2020
14108,1281824,WALSH Michaela,Female,28,IRL,Ireland,BOX,Boxing,Women's Feather (54-57kg),9,NA,2020
14109,1469930,WALSH Tomas,Male,29,NZL,New Zealand,ATH,Athletics,Men's Shot Put,3,Bronze,2020
14110,1281865,WALSHE Ellen,Female,19,IRL,Ireland,SWM,Swimming,Women's 100m Butterfly,NA,NA,2020
14111,1281865,WALSHE Ellen,Female,19,IRL,Ireland,SWM,Swimming,Women's 200m Individual Medley,NA,NA,2020
14112,1358266,WALZ Marcus,Male,26,ESP,Spain,CSP,Canoe Sprint,Men's Kayak Four 500m Team,2,Silver,2020
14113,1327607,WAMBUI Leah,Female,32,KEN,Kenya,RUG,Rugby Sevens,Women Team,10,NA,2020
14114,1450849,WAMMES Nick,Male,21,CAN,Canada,CTR,Cycling Track,Men's Sprint,14,NA,2020
14115,1450849,WAMMES Nick,Male,21,CAN,Canada,CTR,Cycling Track,Men's Keirin,27,NA,2020
14116,1405659,WAN Jiyuan,Female,19,CHN,China,BK3,3x3 Basketball,Women Team,3,Bronze,2020
14117,1348265,WANAMAKER Madeleine,Female,26,USA,United States,ROW,Rowing,Women's Four Team,7,NA,2020
14118,1466420,WANDERS Julien,Male,25,SUI,Switzerland,ATH,Athletics,"Men's 10,000m",21,NA,2020
14119,1326864,WANDTKE Igor,Male,30,GER,Germany,JUD,Judo,Men -73 kg,17,NA,2020
14120,1326864,WANDTKE Igor,Male,30,GER,Germany,JUD,Judo,Mixed Team,3,Bronze,2020
14121,1324742,WANG Chi-Lin,Male,26,TPE,Chinese Taipei,BDM,Badminton,Men's Doubles Team,1,Gold,2020
14122,1304073,WANG Chunyu,Female,26,CHN,China,ATH,Athletics,Women's 800m,5,NA,2020
14123,1349496,WANG Congkang,Male,24,CHN,China,CSP,Canoe Sprint,Men's Kayak Double 1000m Team,8,NA,2020
14124,1349496,WANG Congkang,Male,24,CHN,China,CSP,Canoe Sprint,Men's Kayak Four 500m Team,9,NA,2020
14125,1324190,WANG Dapeng,Male,24,CHN,China,ARC,Archery,Men's Individual,17,NA,2020
14126,1324190,WANG Dapeng,Male,24,CHN,China,ARC,Archery,Men's Team,6,NA,2020
14127,1433350,WANG Eugene,Male,35,CAN,Canada,TTE,Table Tennis,Mixed Doubles Team,9,NA,2020
14128,1338269,WANG Fan,Female,27,CHN,China,VBV,Beach Volleyball,Women Team,9,NA,2020
14129,1312992,WANG Fei,Female,33,CHN,China,ROW,Rowing,Women's Four Team,5,NA,2020
14130,1329498,WANG Han,Female,30,CHN,China,DIV,Diving,Women's 3m Springboard,2,Silver,2020
14131,1329498,WANG Han,Female,30,CHN,China,DIV,Diving,Women's Synchronised 3m Springboard Team,1,Gold,2020
14132,1436497,WANG Hsing-Hao,Male,22,TPE,Chinese Taipei,SWM,Swimming,Men's 200m Individual Medley,NA,NA,2020
14133,1436497,WANG Hsing-Hao,Male,22,TPE,Chinese Taipei,SWM,Swimming,Men's 400m Individual Medley,NA,NA,2020
14134,1317153,WANG Huan,Female,23,CHN,China,WPO,Water Polo,Women Team,8,NA,2020
14135,1317836,WANG Huijing,Female,41,USA,United States,TTE,Table Tennis,Women's Team,9,NA,2020
14136,1304883,WANG Jianan,Male,24,CHN,China,ATH,Athletics,Men's Long Jump,NA,NA,2020
14137,1314979,WANG Jianjiahe,Female,19,CHN,China,SWM,Swimming,Women's 800m Freestyle,5,NA,2020
14138,1314979,WANG Jianjiahe,Female,19,CHN,China,SWM,Swimming,Women's 1500m Freestyle,4,NA,2020
14139,1304968,WANG Kaihua,Male,27,CHN,China,ATH,Athletics,Men's 20km Race Walk,7,NA,2020
14140,1436492,WANG Kuan-Hung,Male,19,TPE,Chinese Taipei,SWM,Swimming,Men's 100m Butterfly,NA,NA,2020
14141,1436492,WANG Kuan-Hung,Male,19,TPE,Chinese Taipei,SWM,Swimming,Men's 200m Butterfly,NA,NA,2020
14142,1439538,WANG Lili,Female,28,CHN,China,BK3,3x3 Basketball,Women Team,3,Bronze,2020
14143,1302176,WANG Luyao,Female,23,CHN,China,SHO,Shooting,10m Air Rifle Women,18,NA,2020
14144,1324813,WANG Manyu,Female,22,CHN,China,TTE,Table Tennis,Women's Team,1,Gold,2020
14145,1342335,WANG Mengjie,Female,25,CHN,China,VVO,Volleyball,Women Team,9,NA,2020
14146,1396167,WANG Na,Female,27,CHN,China,HOC,Hockey,Women Team,9,NA,2020
14147,1349471,WANG Nan,Female,20,CHN,China,CSP,Canoe Sprint,Women's Kayak Four 500m Team,6,NA,2020
14148,1302198,WANG Qian,Female,28,CHN,China,SHO,Shooting,10m Air Pistol Mixed Team,6,NA,2020
14149,1310443,WANG Qiang,Female,29,CHN,China,TEN,Tennis,Women's Singles,17,NA,2020
14150,1380692,WANG Qianyi,Female,24,CHN,China,SWA,Artistic Swimming,Team,2,Silver,2020
14151,1305002,WANG Qin,Male,27,CHN,China,ATH,Athletics,Men's 50km Race Walk,21,NA,2020
14152,1405538,WANG Ruidong,Male,21,CHN,China,CRD,Cycling Road,Men's Road Race,NA,NA,2020
14153,1329587,WANG Shanshan,Female,31,CHN,China,FBL,Football,Women Team,10,NA,2020
14154,1328726,WANG Shuang,Female,26,CHN,China,FBL,Football,Women Team,10,NA,2020
14155,1310325,WANG Shun,Male,27,CHN,China,SWM,Swimming,Men's 200m Individual Medley,1,Gold,2020
14156,1310325,WANG Shun,Male,27,CHN,China,SWM,Swimming,Men's 400m Individual Medley,NA,NA,2020
14157,1310325,WANG Shun,Male,27,CHN,China,SWM,Swimming,Men's 4 x 200m Freestyle Relay Team,NA,NA,2020
14158,1324347,WANG Siyu,Female,25,CHN,China,BKB,Basketball,Women Team,5,NA,2020
14159,1324644,WANG Tzu-Wei,Male,26,TPE,Chinese Taipei,BDM,Badminton,Men's Singles,9,NA,2020
14160,1306290,WANG Wanyu,Female,24,CHN,China,RUG,Rugby Sevens,Women Team,7,NA,2020
14161,1302478,WANG Xiaojing,Female,29,CHN,China,SHO,Shooting,Trap Women,11,NA,2020
14162,1302478,WANG Xiaojing,Female,29,CHN,China,SHO,Shooting,Trap Mixed Team,9,NA,2020
14163,1422587,WANG Xiaoxue,Female,26,CHN,China,FBL,Football,Women Team,10,NA,2020
14164,1338290,WANG Xinxin,Female,23,CHN,China,VBV,Beach Volleyball,Women Team,9,NA,2020
14165,1317179,WANG Xinyan,Female,30,CHN,China,WPO,Water Polo,Women Team,8,NA,2020
14166,1329528,WANG Yan,Female,29,CHN,China,FBL,Football,Women Team,10,NA,2020
14167,1336602,WANG Yang,Male,28,CHN,China,SAL,Sailing,Men's Two Person Dinghy - 470 Team,13,NA,2020
14168,1379882,WANG Yang,Male,26,SVK,Slovakia,TTE,Table Tennis,Men's Singles,17,NA,2020
14169,1422589,WANG Yanwen,Female,22,CHN,China,FBL,Football,Women Team,10,NA,2020
14170,1350344,WANG Yi Lyu,Male,26,CHN,China,BDM,Badminton,Mixed Doubles Team,1,Gold,2020
14171,1329530,WANG Ying,Female,23,CHN,China,FBL,Football,Women Team,10,NA,2020
14172,1335769,WANG Yi-Ta,Male,29,TPE,Chinese Taipei,KTE,Karate,Men's Kata,9,NA,2020
14173,1304907,WANG Yu,Male,29,CHN,China,ATH,Athletics,Men's High Jump,NA,NA,2020
14174,1342269,WANG Yuanyuan,Female,24,CHN,China,VVO,Volleyball,Women Team,9,NA,2020
14175,1312997,WANG Yuwei,Female,30,CHN,China,ROW,Rowing,Women's Eight Team,3,Bronze,2020
14176,1304554,WANG Zheng,Female,33,CHN,China,ATH,Athletics,Women's Hammer Throw,2,Silver,2020
14177,1342307,WANG Zhouyu,Female,27,CHN,China,WLF,Weightlifting,Women's 87kg,1,Gold,2020
14178,1313002,WANG Zifeng,Female,23,CHN,China,ROW,Rowing,Women's Eight Team,3,Bronze,2020
14179,1392823,WANG Zijie,Male,25,CHN,China,FEN,Fencing,Men's Épée Individual,21,NA,2020
14180,1392823,WANG Zijie,Male,25,CHN,China,FEN,Fencing,Men's Épée Team,4,NA,2020
14181,1329811,WANG Zongyuan,Male,19,CHN,China,DIV,Diving,Men's 3m Springboard,2,Silver,2020
14182,1329811,WANG Zongyuan,Male,19,CHN,China,DIV,Diving,Men's Synchronised 3m Springboard Team,1,Gold,2020
14183,1449480,WANGCHAROEN Kantaphon,Male,22,THA,Thailand,BDM,Badminton,Men's Singles,15,NA,2020
14184,1282263,WANGER Ben,Male,24,ISR,Israel,BSB,Baseball/Softball,Baseball Team,5,NA,2020
14185,1878369,WANK Lukas,Male,24,GER,Germany,BKB,Basketball,Men Team,8,NA,2020
14186,1408729,WANNE Hampus,Male,27,SWE,Sweden,HBL,Handball,Men Team,5,NA,2020
14187,1306513,WANSER Luise,Female,24,GER,Germany,SAL,Sailing,Women's Two Person Dinghy - 470 Team,6,NA,2020
14188,1345152,WARASIHA Kachakorn,Female,27,THA,Thailand,JUD,Judo,Women -52 kg,17,NA,2020
14189,1473865,WARBRICK William,Male,23,NZL,New Zealand,RUG,Rugby Sevens,Men Team,2,Silver,2020
14190,1451510,WARD McLain,Male,45,USA,United States,EQU,Equestrian,Jumping Team,2,Silver,2020
14191,1451510,WARD McLain,Male,45,USA,United States,EQU,Equestrian,Jumping Individual,NA,NA,2020
14192,1444627,WARD Samuel Ian,Male,30,GBR,Great Britain,HOC,Hockey,Men Team,5,NA,2020
14193,1476268,WARDENBURG Nout,Male,24,NED,Netherlands,ATH,Athletics,Men's 4 x 400m Relay Team,2,Silver,2020
14194,1476268,WARDENBURG Nout,Male,24,NED,Netherlands,ATH,Athletics,4 x 400m Relay Mixed Team,4,NA,2020
14195,1469756,WARDLEY Keyara,Female,21,CAN,Canada,RUG,Rugby Sevens,Women Team,9,NA,2020
14196,1469701,WARE Pamela,Female,28,CAN,Canada,DIV,Diving,Women's 3m Springboard,18,NA,2020
14197,1473866,WARE Regan,Male,27,NZL,New Zealand,RUG,Rugby Sevens,Men Team,2,Silver,2020
14198,1343575,WARHOLM Karsten,Male,25,NOR,Norway,ATH,Athletics,Men's 400m Hurdles,1,Gold,2020
14199,1432682,WARNER Damian,Male,31,CAN,Canada,ATH,Athletics,Men's Decathlon,1,Gold,2020
